,city,company,salary,summary,title,parsed_salary
142,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
143,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
144,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
145,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
146,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
147,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
148,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
149,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
150,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
151,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
152,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
153,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
154,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
155,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
156,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
157,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
158,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
159,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
160,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
161,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
162,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
163,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
164,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
165,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
166,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
167,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
168,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
169,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
170,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
171,San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
